District_Name,Taluk_Name,Month,Year,Commodity_Name,No_of_Active_FPS,No_of_Ration_Cards,No_of_Ration_Cards_Taken,No_of_Members_Taken,No_of_Members_Taken_eKYC,Lifting_Percentage,Quantity_Allotted_NFSA_Qtls,Quantity_Allotted_Annabhagya_Qtls
MYSURU,TIRUMAKUDALA-NARSIPUR,January,2026,Rice,133,85575,68078,227003,224728,79.55,11937.6,10705.85
MYSURU,SARAGURU,January,2026,Rice,44,25665,21537,68971,68167,83.92,3714.65,3216.8
MYSURU,SALIGRAMA,January,2026,Rice,50,38335,29933,95220,94943,78.08,5195.79,4397.65
MYSURU,HEGGADADEVANKOTE,January,2026,Wheat,80,53706,44489,147805,145519,82.84,0.0,0.0
MYSURU,HUNSUR,January,2026,Wheat,115,88205,67503,222978,219763,76.53,0.0,0.0
MYSURU,KRISHNARAJANAGARA,January,2026,Wheat,42,39892,29177,90665,90248,73.14,0.0,0.0
MYSURU,MYSURU,January,2026,Wheat,329,299926,177945,633250,629483,59.33,0.0,0.0
MYSURU,NANJANGUD,January,2026,Wheat,133,112591,94637,305208,303826,84.05,0.0,0.0
MYSURU,PIRIYAPATNA,January,2026,Wheat,91,70616,57967,185340,184526,82.09,0.0,0.0
MYSURU,TIRUMAKUDALA-NARSIPUR,January,2026,Wheat,133,85575,68078,227003,224728,79.55,0.0,0.0
MYSURU,SARAGURU,January,2026,Wheat,44,25665,21537,68971,68167,83.92,0.0,0.0
MYSURU,SALIGRAMA,January,2026,Wheat,50,38335,29933,95220,94943,78.08,0.0,0.0
MYSURU,HEGGADADEVANKOTE,January,2026,Sugar,80,53706,44489,147805,145519,82.84,0.0,0.0
MYSURU,HUNSUR,January,2026,Sugar,115,88205,67503,222978,219763,76.53,0.0,0.0
MYSURU,KRISHNARAJANAGARA,January,2026,Sugar,42,39892,29177,90665,90248,73.14,0.0,0.0
MYSURU,MYSURU,January,2026,Sugar,329,299926,177945,633250,629483,59.33,0.0,0.0
MYSURU,NANJANGUD,January,2026,Sugar,133,112591,94637,305208,303826,84.05,0.0,0.0
MYSURU,PIRIYAPATNA,January,2026,Sugar,91,70616,57967,185340,184526,82.09,0.0,0.0
MYSURU,TIRUMAKUDALA-NARSIPUR,January,2026,Sugar,133,85575,68078,227003,224728,79.55,0.0,0.0
MYSURU,SARAGURU,January,2026,Sugar,44,25665,21537,68971,68167,83.92,0.0,0.0
MYSURU,SALIGRAMA,January,2026,Sugar,50,38335,29933,95220,94943,78.08,0.0,0.0
MYSURU,HEGGADADEVANKOTE,January,2026,Ragi,80,53706,44489,147805,145519,82.84,0.06,0.0
MYSURU,HUNSUR,January,2026,Ragi,115,88205,67503,222978,219763,76.53,8.03,0.0
MYSURU,KRISHNARAJANAGARA,January,2026,Ragi,42,39892,29177,90665,90248,73.14,3.97,0.0
MYSURU,MYSURU,January,2026,Ragi,329,299926,177945,633250,629483,59.33,86.86,0.0
MYSURU,NANJANGUD,January,2026,Ragi,133,112591,94637,305208,303826,84.05,58.61,0.0
MYSURU,PIRIYAPATNA,January,2026,Ragi,91,70616,57967,185340,184526,82.09,17.24,0.0
MYSURU,TIRUMAKUDALA-NARSIPUR,January,2026,Ragi,133,85575,68078,227003,224728,79.55,184.85,0.0
MYSURU,SARAGURU,January,2026,Ragi,44,25665,21537,68971,68167,83.92,0.0,0.0
MYSURU,SALIGRAMA,January,2026,Ragi,50,38335,29933,95220,94943,78.08,7.96,0.0
MYSURU,HEGGADADEVANKOTE,February,2026,Rice,80,53773,44588,148264,146030,82.92,8110.9,6812.65
MYSURU,HUNSUR,February,2026,Rice,115,88530,67239,222188,219085,75.95,11911.28,10439.1
MYSURU,KRISHNARAJANAGARA,February,2026,Rice,42,39985,29335,91250,90837,73.37,4928.05,4255.5
MYSURU,MYSURU,February,2026,Rice,329,299978,178047,634483,630706,59.35,32763.14,30868.05
MYSURU,NANJANGUD,February,2026,Rice,133,112586,94480,305088,303730,83.92,15919.39,14658.65
MYSURU,PIRIYAPATNA,February,2026,Rice,91,70720,57817,185048,184256,81.75,10588.15,8341.25
MYSURU,TIRUMAKUDALA-NARSIPUR,February,2026,Rice,133,85627,68256,227709,225483,79.71,12108.03,10745.7
MYSURU,SARAGURU,February,2026,Rice,44,25671,21632,69293,68500,84.27,3714.62,3231.4
MYSURU,SALIGRAMA,February,2026,Rice,50,38390,29894,95145,94869,77.87,5197.75,4395.9
MYSURU,HEGGADADEVANKOTE,February,2026,Wheat,80,53773,44588,148264,146030,82.92,0.0,0.0
MYSURU,HUNSUR,February,2026,Wheat,115,88530,67239,222188,219085,75.95,0.0,0.0
MYSURU,KRISHNARAJANAGARA,February,2026,Wheat,42,39985,29335,91250,90837,73.37,0.0,0.0
MYSURU,MYSURU,February,2026,Wheat,329,299978,178047,634483,630706,59.35,0.0,0.0
MYSURU,NANJANGUD,February,2026,Wheat,133,112586,94480,305088,303730,83.92,0.0,0.0
MYSURU,PIRIYAPATNA,February,2026,Wheat,91,70720,57817,185048,184256,81.75,0.0,0.0
MYSURU,TIRUMAKUDALA-NARSIPUR,February,2026,Wheat,133,85627,68256,227709,225483,79.71,0.0,0.0
MYSURU,SARAGURU,February,2026,Wheat,44,25671,21632,69293,68500,84.27,0.0,0.0
MYSURU,SALIGRAMA,February,2026,Wheat,50,38390,29894,95145,94869,77.87,0.0,0.0
MYSURU,HEGGADADEVANKOTE,February,2026,Sugar,80,53773,44588,148264,146030,82.92,0.0,0.0
MYSURU,HUNSUR,February,2026,Sugar,115,88530,67239,222188,219085,75.95,0.0,0.0
MYSURU,KRISHNARAJANAGARA,February,2026,Sugar,42,39985,29335,91250,90837,73.37,0.0,0.0
MYSURU,MYSURU,February,2026,Sugar,329,299978,178047,634483,630706,59.35,0.0,0.0
MYSURU,NANJANGUD,February,2026,Sugar,133,112586,94480,305088,303730,83.92,0.0,0.0
MYSURU,PIRIYAPATNA,February,2026,Sugar,91,70720,57817,185048,184256,81.75,0.0,0.0
MYSURU,TIRUMAKUDALA-NARSIPUR,February,2026,Sugar,133,85627,68256,227709,225483,79.71,0.0,0.0
MYSURU,SARAGURU,February,2026,Sugar,44,25671,21632,69293,68500,84.27,0.0,0.0
MYSURU,SALIGRAMA,February,2026,Sugar,50,38390,29894,95145,94869,77.87,0.0,0.0
MYSURU,HEGGADADEVANKOTE,February,2026,Ragi,80,53773,44588,148264,146030,82.92,0.45,0.0
MYSURU,HUNSUR,February,2026,Ragi,115,88530,67239,222188,219085,75.95,1.37,0.0
MYSURU,KRISHNARAJANAGARA,February,2026,Ragi,42,39985,29335,91250,90837,73.37,2.5,0.0
MYSURU,MYSURU,February,2026,Ragi,329,299978,178047,634483,630706,59.35,10.26,0.0
MYSURU,NANJANGUD,February,2026,Ragi,133,112586,94480,305088,303730,83.92,7.21,0.0
MYSURU,PIRIYAPATNA,February,2026,Ragi,91,70720,57817,185048,184256,81.75,0.0,0.0
MYSURU,TIRUMAKUDALA-NARSIPUR,February,2026,Ragi,133,85627,68256,227709,225483,79.71,43.22,0.0
MYSURU,SARAGURU,February,2026,Ragi,44,25671,21632,69293,68500,84.27,17.43,0.0
MYSURU,SALIGRAMA,February,2026,Ragi,50,38390,29894,95145,94869,77.87,0.0,0.0
MYSURU,HEGGADADEVANKOTE,March,2026,Rice,80,53776,43988,145595,143459,81.8,7979.1,6682.65
MYSURU,HUNSUR,March,2026,Rice,115,88687,67177,221759,218589,75.75,11894.5,10418.3
MYSURU,KRISHNARAJANAGARA,March,2026,Rice,42,39947,29553,91578,91176,73.98,4949.35,4271.0
MYSURU,MYSURU,March,2026,Rice,329,300245,177895,631807,628101,59.25,32644.56,30728.0
MYSURU,NANJANGUD,March,2026,Rice,133,112373,94553,304383,303128,84.14,15896.65,14621.2
MYSURU,PIRIYAPATNA,March,2026,Rice,91,70711,57807,184499,183732,81.75,10563.0,8317.7
MYSURU,TIRUMAKUDALA-NARSIPUR,March,2026,Rice,133,85563,68580,228009,225816,80.15,12128.69,10757.2
MYSURU,SARAGURU,March,2026,Rice,44,25677,21747,69486,68703,84.69,3743.87,3240.15
MYSURU,SALIGRAMA,March,2026,Rice,50,38364,30054,95355,95081,78.34,5210.4,4406.8
MYSURU,HEGGADADEVANKOTE,March,2026,Wheat,80,53776,43988,145595,143459,81.8,0.0,0.0
MYSURU,HUNSUR,March,2026,Wheat,115,88687,67177,221759,218589,75.75,0.0,0.0
MYSURU,KRISHNARAJANAGARA,March,2026,Wheat,42,39947,29553,91578,91176,73.98,0.0,0.0
MYSURU,MYSURU,March,2026,Wheat,329,300245,177895,631807,628101,59.25,0.0,0.0
MYSURU,NANJANGUD,March,2026,Wheat,133,112373,94553,304383,303128,84.14,0.0,0.0
MYSURU,PIRIYAPATNA,March,2026,Wheat,91,70711,57807,184499,183732,81.75,0.0,0.0
MYSURU,TIRUMAKUDALA-NARSIPUR,March,2026,Wheat,133,85563,68580,228009,225816,80.15,0.0,0.0
MYSURU,SARAGURU,March,2026,Wheat,44,25677,21747,69486,68703,84.69,0.0,0.0
MYSURU,SALIGRAMA,March,2026,Wheat,50,38364,30054,95355,95081,78.34,0.0,0.0
MYSURU,HEGGADADEVANKOTE,March,2026,Sugar,80,53776,43988,145595,143459,81.8,0.0,0.0
MYSURU,HUNSUR,March,2026,Sugar,115,88687,67177,221759,218589,75.75,0.0,0.0
MYSURU,KRISHNARAJANAGARA,March,2026,Sugar,42,39947,29553,91578,91176,73.98,0.0,0.0
MYSURU,MYSURU,March,2026,Sugar,329,300245,177895,631807,628101,59.25,0.0,0.0
MYSURU,NANJANGUD,March,2026,Sugar,133,112373,94553,304383,303128,84.14,0.0,0.0
MYSURU,PIRIYAPATNA,March,2026,Sugar,91,70711,57807,184499,183732,81.75,0.0,0.0
MYSURU,TIRUMAKUDALA-NARSIPUR,March,2026,Sugar,133,85563,68580,228009,225816,80.15,0.0,0.0
MYSURU,SARAGURU,March,2026,Sugar,44,25677,21747,69486,68703,84.69,0.0,0.0
MYSURU,SALIGRAMA,March,2026,Sugar,50,38364,30054,95355,95081,78.34,0.0,0.0
MYSURU,HEGGADADEVANKOTE,March,2026,Ragi,80,53776,43988,145595,143459,81.8,0.0,0.0
MYSURU,HUNSUR,March,2026,Ragi,115,88687,67177,221759,218589,75.75,0.0,0.0
MYSURU,KRISHNARAJANAGARA,March,2026,Ragi,42,39947,29553,91578,91176,73.98,0.15,0.0
MYSURU,MYSURU,March,2026,Ragi,329,300245,177895,631807,628101,59.25,6.09,0.0
MYSURU,NANJANGUD,March,2026,Ragi,133,112373,94553,304383,303128,84.14,0.0,0.0
MYSURU,PIRIYAPATNA,March,2026,Ragi,91,70711,57807,184499,183732,81.75,0.0,0.0
MYSURU,TIRUMAKUDALA-NARSIPUR,March,2026,Ragi,133,85563,68580,228009,225816,80.15,47.66,0.0
MYSURU,SARAGURU,March,2026,Ragi,44,25677,21747,69486,68703,84.69,0.08,0.0
MYSURU,SALIGRAMA,March,2026,Ragi,50,38364,30054,95355,95081,78.34,0.0,0.0
MYSURU,HEGGADADEVANKOTE,April,2026,Rice,80,53668,44517,147458,145486,82.95,8078.85,6770.05
MYSURU,HUNSUR,April,2026,Rice,115,88754,66494,219832,216752,74.92,11783.12,10333.4
MYSURU,KRISHNARAJANAGARA,April,2026,Rice,42,39980,29637,92078,91681,74.13,4976.65,4294.9
MYSURU,MYSURU,April,2026,Rice,329,300542,175155,623123,619603,58.28,32209.09,30300.9
MYSURU,NANJANGUD,April,2026,Rice,133,112399,94265,304054,302822,83.87,15874.3,14606.6
MYSURU,PIRIYAPATNA,April,2026,Rice,91,70743,57442,183730,182968,81.2,10508.05,8289.6
MYSURU,TIRUMAKUDALA-NARSIPUR,April,2026,Rice,133,85476,68193,227125,225015,79.78,12104.65,10715.95
MYSURU,SARAGURU,April,2026,Rice,44,25628,21548,68810,68096,84.08,3706.35,3209.35
MYSURU,SALIGRAMA,April,2026,Rice,50,38397,29911,95147,94881,77.9,5197.2,4398.05
MYSURU,HEGGADADEVANKOTE,April,2026,Wheat,80,53668,44517,147458,145486,82.95,0.0,0.0
MYSURU,HUNSUR,April,2026,Wheat,115,88754,66494,219832,216752,74.92,0.0,0.0
MYSURU,KRISHNARAJANAGARA,April,2026,Wheat,42,39980,29637,92078,91681,74.13,0.0,0.0
MYSURU,MYSURU,April,2026,Wheat,329,300542,175155,623123,619603,58.28,0.0,0.0
MYSURU,NANJANGUD,April,2026,Wheat,133,112399,94265,304054,302822,83.87,0.0,0.0
MYSURU,PIRIYAPATNA,April,2026,Wheat,91,70743,57442,183730,182968,81.2,0.0,0.0
MYSURU,TIRUMAKUDALA-NARSIPUR,April,2026,Wheat,133,85476,68193,227125,225015,79.78,0.0,0.0
MYSURU,SARAGURU,April,2026,Wheat,44,25628,21548,68810,68096,84.08,0.0,0.0
MYSURU,SALIGRAMA,April,2026,Wheat,50,38397,29911,95147,94881,77.9,0.0,0.0
MYSURU,HEGGADADEVANKOTE,April,2026,Sugar,80,53668,44517,147458,145486,82.95,0.0,0.0
MYSURU,HUNSUR,April,2026,Sugar,115,88754,66494,219832,216752,74.92,0.0,0.0
MYSURU,KRISHNARAJANAGARA,April,2026,Sugar,42,39980,29637,92078,91681,74.13,0.0,0.0
MYSURU,MYSURU,April,2026,Sugar,329,300542,175155,623123,619603,58.28,0.0,0.0
MYSURU,NANJANGUD,April,2026,Sugar,133,112399,94265,304054,302822,83.87,0.0,0.0
MYSURU,PIRIYAPATNA,April,2026,Sugar,91,70743,57442,183730,182968,81.2,0.0,0.0
MYSURU,TIRUMAKUDALA-NARSIPUR,April,2026,Sugar,133,85476,68193,227125,225015,79.78,0.0,0.0
MYSURU,SARAGURU,April,2026,Sugar,44,25628,21548,68810,68096,84.08,0.0,0.0
MYSURU,SALIGRAMA,April,2026,Sugar,50,38397,29911,95147,94881,77.9,0.0,0.0
MYSURU,HEGGADADEVANKOTE,April,2026,Ragi,80,53668,44517,147458,145486,82.95,0.0,0.0
MYSURU,HUNSUR,April,2026,Ragi,115,88754,66494,219832,216752,74.92,1.48,0.0
MYSURU,KRISHNARAJANAGARA,April,2026,Ragi,42,39980,29637,92078,91681,74.13,0.0,0.0
MYSURU,MYSURU,April,2026,Ragi,329,300542,175155,623123,619603,58.28,1.01,0.0
MYSURU,NANJANGUD,April,2026,Ragi,133,112399,94265,304054,302822,83.87,4.5,0.0
MYSURU,PIRIYAPATNA,April,2026,Ragi,91,70743,57442,183730,182968,81.2,0.0,0.0
MYSURU,TIRUMAKUDALA-NARSIPUR,April,2026,Ragi,133,85476,68193,227125,225015,79.78,23.55,0.0
MYSURU,SARAGURU,April,2026,Ragi,44,25628,21548,68810,68096,84.08,0.0,0.0
MYSURU,SALIGRAMA,April,2026,Ragi,50,38397,29911,95147,94881,77.9,0.0,0.0
MYSURU,HEGGADADEVANKOTE,May,2026,Rice,80,53670,44779,148054,146410,83.43,3382.86,0.0
MYSURU,HUNSUR,May,2026,Rice,115,88800,68011,224583,221510,76.59,5156.36,0.0
MYSURU,KRISHNARAJANAGARA,May,2026,Rice,42,39994,30247,93984,93597,75.63,2162.53,0.0
MYSURU,MYSURU,May,2026,Rice,329,300813,176656,627731,624169,58.73,14128.3,0.0
MYSURU,NANJANGUD,May,2026,Rice,133,112459,95234,307138,305899,84.68,6634.12,0.0
MYSURU,PIRIYAPATNA,May,2026,Rice,91,70780,57241,182915,182172,80.87,4417.21,0.0
MYSURU,TIRUMAKUDALA-NARSIPUR,May,2026,Rice,133,85497,68720,228941,226796,80.38,5113.04,0.0
MYSURU,SARAGURU,May,2026,Rice,44,25623,22082,70591,69863,86.18,1572.65,0.0
MYSURU,SALIGRAMA,May,2026,Rice,50,38435,30359,96554,96283,78.99,2217.33,0.0
MYSURU,HEGGADADEVANKOTE,May,2026,Wheat,80,53670,44779,148054,146410,83.43,0.0,0.0
MYSURU,HUNSUR,May,2026,Wheat,115,88800,68011,224583,221510,76.59,0.0,0.0
MYSURU,KRISHNARAJANAGARA,May,2026,Wheat,42,39994,30247,93984,93597,75.63,0.0,0.0
MYSURU,MYSURU,May,2026,Wheat,329,300813,176656,627731,624169,58.73,0.0,0.0
MYSURU,NANJANGUD,May,2026,Wheat,133,112459,95234,307138,305899,84.68,0.0,0.0
MYSURU,PIRIYAPATNA,May,2026,Wheat,91,70780,57241,182915,182172,80.87,0.0,0.0
MYSURU,TIRUMAKUDALA-NARSIPUR,May,2026,Wheat,133,85497,68720,228941,226796,80.38,0.0,0.0
MYSURU,SARAGURU,May,2026,Wheat,44,25623,22082,70591,69863,86.18,0.0,0.0
MYSURU,SALIGRAMA,May,2026,Wheat,50,38435,30359,96554,96283,78.99,0.0,0.0
MYSURU,HEGGADADEVANKOTE,May,2026,Sugar,80,53670,44779,148054,146410,83.43,0.0,0.0
MYSURU,HUNSUR,May,2026,Sugar,115,88800,68011,224583,221510,76.59,0.0,0.0
MYSURU,KRISHNARAJANAGARA,May,2026,Sugar,42,39994,30247,93984,93597,75.63,0.0,0.0
MYSURU,MYSURU,May,2026,Sugar,329,300813,176656,627731,624169,58.73,0.0,0.0
MYSURU,NANJANGUD,May,2026,Sugar,133,112459,95234,307138,305899,84.68,0.0,0.0
MYSURU,PIRIYAPATNA,May,2026,Sugar,91,70780,57241,182915,182172,80.87,0.0,0.0
MYSURU,TIRUMAKUDALA-NARSIPUR,May,2026,Sugar,133,85497,68720,228941,226796,80.38,0.0,0.0
MYSURU,SARAGURU,May,2026,Sugar,44,25623,22082,70591,69863,86.18,0.0,0.0
MYSURU,SALIGRAMA,May,2026,Sugar,50,38435,30359,96554,96283,78.99,0.0,0.0
MYSURU,HEGGADADEVANKOTE,May,2026,Ragi,80,53670,44779,148054,146410,83.43,4733.04,0.0
MYSURU,HUNSUR,May,2026,Ragi,115,88800,68011,224583,221510,76.59,6889.44,0.0
MYSURU,KRISHNARAJANAGARA,May,2026,Ragi,42,39994,30247,93984,93597,75.63,2916.72,0.0
MYSURU,MYSURU,May,2026,Ragi,329,300813,176656,627731,624169,58.73,18304.95,0.0
MYSURU,NANJANGUD,May,2026,Ragi,133,112459,95234,307138,305899,84.68,9405.03,0.0
MYSURU,PIRIYAPATNA,May,2026,Ragi,91,70780,57241,182915,182172,80.87,6053.34,0.0
MYSURU,TIRUMAKUDALA-NARSIPUR,May,2026,Ragi,133,85497,68720,228941,226796,80.38,7113.51,0.0
MYSURU,SARAGURU,May,2026,Ragi,44,25623,22082,70591,69863,86.18,2230.05,0.0
MYSURU,SALIGRAMA,May,2026,Ragi,50,38435,30359,96554,96283,78.99,3056.82,0.0
